id,EmployeeID,department_id,level_id,Job_Profile,Compensation,Bonus_%
4132,102289,d005,9OLSAT,JP_1040,"140,000.00",0.15
3050,102290,d005,KSETO3,JP_1038,"110,000.00",0.15
4606,102291,d003,6O0MT2,JP_1025,"120,000.00",0.1
4541,102292,d005,FFK1HB,JP_1041,"325,000.00",0.3
526,102293,d004,KSETO3,JP_1029,"85,000.00",0.15
3051,102294,d005,KSETO3,JP_1038,"110,000.00",0.15
3811,102295,d005,2Q35MD,JP_1039,"200,000.00",0.2
4133,102296,d005,9OLSAT,JP_1040,"140,000.00",0.15
527,102297,d004,KSETO3,JP_1029,"85,000.00",0.15
528,102298,d004,KSETO3,JP_1029,"85,000.00",0.15
219,102299,d002,KSETO3,JP_1015,"55,000.00",0.15
1033,102300,d002,KSETO3,JP_1016,"70,000.00",0.15
1832,102301,d002,9OLSAT,JP_1018,,0.15
3052,102302,d005,KSETO3,JP_1038,"110,000.00",0.15
3053,102303,d005,KSETO3,JP_1038,"110,000.00",0.15
3054,102304,d005,KSETO3,JP_1038,"110,000.00",0.15
4134,102305,d005,9OLSAT,JP_1040,"140,000.00",0.15
1444,102306,d004,ZO9DQZ,JP_1031,"140,000.00",0.2
4826,102307,d003,ZO9DQZ,JP_1027,"130,000.00",0.2
2227,102308,d003,KSETO3,JP_1023,"70,000.00",0.15
58,102309,d003,KSETO3,JP_1022,"75,000.00",0.15
1445,102310,d004,ZO9DQZ,JP_1031,"140,000.00",0.2
529,102311,d004,KSETO3,JP_1029,"85,000.00",0.15
1833,102312,d002,9OLSAT,JP_1018,,0.15
3812,102313,d005,2Q35MD,JP_1039,"200,000.00",0.2
3617,102314,d001,KSETO3,JP_1008,"55,000.00",0.15
3055,102315,d005,KSETO3,JP_1038,"110,000.00",0.15
2112,102316,d001,KSETO3,JP_1006,"50,000.00",0.15
3056,102317,d005,KSETO3,JP_1038,"110,000.00",0.15
1673,102318,d001,KSETO3,JP_1004,"70,000.00",0.15
1973,102319,d002,ZO9DQZ,JP_1019,"85,000.00",0.2
1491,102320,d001,KSETO3,JP_1002,"65,000.00",0.15
530,102321,d004,KSETO3,JP_1029,"85,000.00",0.15
1834,102322,d002,9OLSAT,JP_1018,,0.15
4607,102323,d003,6O0MT2,JP_1025,"120,000.00",0.1
1718,102324,d001,KSETO3,JP_1005,"50,000.00",0.15
1034,102325,d002,KSETO3,JP_1016,"70,000.00",0.15
1974,102326,d002,ZO9DQZ,JP_1019,"85,000.00",0.2
2228,102327,d003,KSETO3,JP_1023,"70,000.00",0.15
1035,102328,d002,KSETO3,JP_1016,"70,000.00",0.15
3057,102329,d005,KSETO3,JP_1038,"110,000.00",0.15
2324,102330,d003,KSETO3,JP_1024,"85,000.00",0.15
3058,102331,d005,KSETO3,JP_1038,"110,000.00",0.15
3059,102332,d005,KSETO3,JP_1038,"110,000.00",0.15
4608,102333,d003,6O0MT2,JP_1025,"120,000.00",0.1
1975,102334,d002,ZO9DQZ,JP_1019,"85,000.00",0.2
1492,102335,d001,KSETO3,JP_1002,"65,000.00",0.15
2165,102336,d001,KSETO3,JP_1007,"220,000.00",0.15
2419,102337,d005,KSETO3,JP_1037,"80,000.00",0.15
21,102338,d001,ZO9DQZ,JP_1001,,0.2
4135,102339,d005,9OLSAT,JP_1040,"140,000.00",0.15
3060,102340,d005,KSETO3,JP_1038,"110,000.00",0.15
4897,102341,d003,2Q35MD,JP_1028,"190,000.00",0.2
3061,102342,d005,KSETO3,JP_1038,"110,000.00",0.15
4609,102343,d003,6O0MT2,JP_1025,"120,000.00",0.1
2113,102344,d001,KSETO3,JP_1006,"50,000.00",0.15
2229,102345,d003,KSETO3,JP_1023,"70,000.00",0.15
1036,102346,d002,KSETO3,JP_1016,"70,000.00",0.15
4482,102347,d001,KSETO3,JP_1010,"70,000.00",0.15
1835,102348,d002,9OLSAT,JP_1018,,0.15
1976,102349,d002,ZO9DQZ,JP_1019,"85,000.00",0.2
3062,102350,d005,KSETO3,JP_1038,"110,000.00",0.15
1674,102351,d001,KSETO3,JP_1004,"70,000.00",0.15
3063,102352,d005,KSETO3,JP_1038,"110,000.00",0.15
4136,102353,d005,9OLSAT,JP_1040,"140,000.00",0.15
1579,102354,d004,ZO9DQZ,JP_1032,"120,000.00",0.2
1836,102355,d002,9OLSAT,JP_1018,,0.15
220,102356,d002,KSETO3,JP_1015,"55,000.00",0.15
4373,102357,d004,6O0MT2,JP_1035,"75,000.00",0.1
3064,102358,d005,KSETO3,JP_1038,"110,000.00",0.15
2420,102359,d005,KSETO3,JP_1037,"80,000.00",0.15
1037,102360,d002,KSETO3,JP_1016,"70,000.00",0.15
1038,102361,d002,KSETO3,JP_1016,"70,000.00",0.15
531,102362,d004,KSETO3,JP_1029,"85,000.00",0.15
1837,102363,d002,9OLSAT,JP_1018,,0.15
2166,102364,d001,KSETO3,JP_1007,"220,000.00",0.15
1039,102365,d002,KSETO3,JP_1016,"70,000.00",0.15
1040,102366,d002,KSETO3,JP_1016,"70,000.00",0.15
1041,102367,d002,KSETO3,JP_1016,"70,000.00",0.15
4374,102368,d004,6O0MT2,JP_1035,"75,000.00",0.1
532,102369,d004,KSETO3,JP_1029,"85,000.00",0.15
4827,102370,d003,ZO9DQZ,JP_1027,"130,000.00",0.2
1042,102371,d002,KSETO3,JP_1016,"70,000.00",0.15
533,102372,d004,KSETO3,JP_1029,"85,000.00",0.15
22,102373,d001,ZO9DQZ,JP_1001,,0.2
3065,102374,d005,KSETO3,JP_1038,"110,000.00",0.15
534,102375,d004,KSETO3,JP_1029,"85,000.00",0.15
1977,102376,d002,ZO9DQZ,JP_1019,"85,000.00",0.2
4137,102377,d005,9OLSAT,JP_1040,"140,000.00",0.15
2230,102378,d003,KSETO3,JP_1023,"70,000.00",0.15
1043,102379,d002,KSETO3,JP_1016,"70,000.00",0.15
4542,102380,d005,FFK1HB,JP_1041,"325,000.00",0.3
4138,102381,d005,9OLSAT,JP_1040,"140,000.00",0.15
3066,102382,d005,KSETO3,JP_1038,"110,000.00",0.15
3813,102383,d005,2Q35MD,JP_1039,"200,000.00",0.2
2421,102384,d005,KSETO3,JP_1037,"80,000.00",0.15
2510,102385,d002,KSETO3,JP_1020,"80,000.00",0.15
3618,102386,d001,KSETO3,JP_1008,"55,000.00",0.15
535,102387,d004,KSETO3,JP_1029,"85,000.00",0.15
2422,102388,d005,KSETO3,JP_1037,"80,000.00",0.15
536,102389,d004,KSETO3,JP_1029,"85,000.00",0.15
2423,102390,d005,KSETO3,JP_1037,"80,000.00",0.15
2114,102391,d001,KSETO3,JP_1006,"50,000.00",0.15
4667,102392,d003,FFK1HB,JP_1026,"250,000.00",0.3
1044,102393,d002,KSETO3,JP_1016,"70,000.00",0.15
4898,102394,d003,2Q35MD,JP_1028,"190,000.00",0.2
221,102395,d002,KSETO3,JP_1015,"55,000.00",0.15
537,102396,d004,KSETO3,JP_1029,"85,000.00",0.15
1045,102397,d002,KSETO3,JP_1016,"70,000.00",0.15
3619,102398,d001,KSETO3,JP_1008,"55,000.00",0.15
3620,102399,d001,KSETO3,JP_1008,"55,000.00",0.15
4610,102400,d003,6O0MT2,JP_1025,"120,000.00",0.1
222,102401,d002,KSETO3,JP_1015,"55,000.00",0.15
4483,102402,d001,KSETO3,JP_1010,"70,000.00",0.15
1838,102403,d002,9OLSAT,JP_1018,,0.15
3067,102404,d005,KSETO3,JP_1038,"110,000.00",0.15
538,102405,d004,KSETO3,JP_1029,"85,000.00",0.15
1719,102406,d001,KSETO3,JP_1005,"50,000.00",0.15
1675,102407,d001,KSETO3,JP_1004,"70,000.00",0.15
1978,102408,d002,ZO9DQZ,JP_1019,"85,000.00",0.2
1046,102409,d002,KSETO3,JP_1016,"70,000.00",0.15
2231,102410,d003,KSETO3,JP_1023,"70,000.00",0.15
4375,102411,d004,6O0MT2,JP_1035,"75,000.00",0.1
2424,102412,d005,KSETO3,JP_1037,"80,000.00",0.15
59,102413,d003,KSETO3,JP_1022,"75,000.00",0.15
539,102414,d004,KSETO3,JP_1029,"85,000.00",0.15
540,102415,d004,KSETO3,JP_1029,"85,000.00",0.15
223,102416,d002,KSETO3,JP_1015,"55,000.00",0.15
4376,102417,d004,6O0MT2,JP_1035,"75,000.00",0.1
1047,102418,d002,KSETO3,JP_1016,"70,000.00",0.15
224,102419,d002,KSETO3,JP_1015,"55,000.00",0.15
1048,102420,d002,KSETO3,JP_1016,"70,000.00",0.15
225,102421,d002,KSETO3,JP_1015,"55,000.00",0.15
1446,102422,d004,ZO9DQZ,JP_1031,"140,000.00",0.2
1378,102423,d004,2Q35MD,JP_1030,"175,000.00",0.2
4377,102424,d004,6O0MT2,JP_1035,"75,000.00",0.1
2511,102425,d002,KSETO3,JP_1020,"80,000.00",0.15
3068,102426,d005,KSETO3,JP_1038,"110,000.00",0.15
1720,102427,d001,KSETO3,JP_1005,"50,000.00",0.15
3814,102428,d005,2Q35MD,JP_1039,"200,000.00",0.2
3815,102429,d005,2Q35MD,JP_1039,"200,000.00",0.2
4611,102430,d003,6O0MT2,JP_1025,"120,000.00",0.1
2425,102431,d005,KSETO3,JP_1037,"80,000.00",0.15
1049,102432,d002,KSETO3,JP_1016,"70,000.00",0.15
1050,102433,d002,KSETO3,JP_1016,"70,000.00",0.15
2115,102434,d001,KSETO3,JP_1006,"50,000.00",0.15
4451,102435,d001,KSETO3,JP_1009,"85,000.00",0.15
4139,102436,d005,9OLSAT,JP_1040,"140,000.00",0.15
541,102437,d004,KSETO3,JP_1029,"85,000.00",0.15
1580,102438,d004,ZO9DQZ,JP_1032,"120,000.00",0.2
1581,102439,d004,ZO9DQZ,JP_1032,"120,000.00",0.2
4875,102440,d001,KSETO3,JP_1014,"65,000.00",0.15
4668,102441,d003,FFK1HB,JP_1026,"250,000.00",0.3
3069,102442,d005,KSETO3,JP_1038,"110,000.00",0.15
3070,102443,d005,KSETO3,JP_1038,"110,000.00",0.15
3071,102444,d005,KSETO3,JP_1038,"110,000.00",0.15
3072,102445,d005,KSETO3,JP_1038,"110,000.00",0.15
1051,102446,d002,KSETO3,JP_1016,"70,000.00",0.15
2232,102447,d003,KSETO3,JP_1023,"70,000.00",0.15
4899,102448,d003,2Q35MD,JP_1028,"190,000.00",0.2
1052,102449,d002,KSETO3,JP_1016,"70,000.00",0.15
1053,102450,d002,KSETO3,JP_1016,"70,000.00",0.15
1054,102451,d002,KSETO3,JP_1016,"70,000.00",0.15
1055,102452,d002,KSETO3,JP_1016,"70,000.00",0.15
3621,102453,d001,KSETO3,JP_1008,"55,000.00",0.15
4692,102454,d001,ZO9DQZ,JP_1011,"120,000.00",0.15
1447,102455,d004,ZO9DQZ,JP_1031,"140,000.00",0.2
2426,102456,d005,KSETO3,JP_1037,"80,000.00",0.15
2427,102457,d005,KSETO3,JP_1037,"80,000.00",0.15
1721,102458,d001,KSETO3,JP_1005,"50,000.00",0.15
1505,102459,d001,KSETO3,JP_1003,"65,000.00",0.15
4140,102460,d005,9OLSAT,JP_1040,"140,000.00",0.15
4612,102461,d003,6O0MT2,JP_1025,"120,000.00",0.1
4141,102462,d005,9OLSAT,JP_1040,"140,000.00",0.15
3816,102463,d005,2Q35MD,JP_1039,"200,000.00",0.2
4142,102464,d005,9OLSAT,JP_1040,"140,000.00",0.15
4143,102465,d005,9OLSAT,JP_1040,"140,000.00",0.15
2428,102466,d005,KSETO3,JP_1037,"80,000.00",0.15
226,102467,d002,KSETO3,JP_1015,"55,000.00",0.15
1056,102468,d002,KSETO3,JP_1016,"70,000.00",0.15
2233,102469,d003,KSETO3,JP_1023,"70,000.00",0.15
1722,102470,d001,KSETO3,JP_1005,"50,000.00",0.15
60,102471,d003,KSETO3,JP_1022,"75,000.00",0.15
2061,102472,d004,9OLSAT,JP_1034,"95,000.00",0.15
1582,102473,d004,ZO9DQZ,JP_1032,"120,000.00",0.2
3622,102474,d001,KSETO3,JP_1008,"55,000.00",0.15
3073,102475,d005,KSETO3,JP_1038,"110,000.00",0.15
3074,102476,d005,KSETO3,JP_1038,"110,000.00",0.15
3075,102477,d005,KSETO3,JP_1038,"110,000.00",0.15
3076,102478,d005,KSETO3,JP_1038,"110,000.00",0.15
3817,102479,d005,2Q35MD,JP_1039,"200,000.00",0.2
1583,102480,d004,ZO9DQZ,JP_1032,"120,000.00",0.2
1057,102481,d002,KSETO3,JP_1016,"70,000.00",0.15
1723,102482,d001,KSETO3,JP_1005,"50,000.00",0.15
542,102483,d004,KSETO3,JP_1029,"85,000.00",0.15
4752,102484,d002,2Q35MD,JP_1021,"160,000.00",0.2
543,102485,d004,KSETO3,JP_1029,"85,000.00",0.15
2062,102486,d004,9OLSAT,JP_1034,"95,000.00",0.15
3623,102487,d001,KSETO3,JP_1008,"55,000.00",0.15
1058,102488,d002,KSETO3,JP_1016,"70,000.00",0.15
3077,102489,d005,KSETO3,JP_1038,"110,000.00",0.15
3078,102490,d005,KSETO3,JP_1038,"110,000.00",0.15
4828,102491,d003,ZO9DQZ,JP_1027,"130,000.00",0.2
2429,102492,d005,KSETO3,JP_1037,"80,000.00",0.15
2430,102493,d005,KSETO3,JP_1037,"80,000.00",0.15
1059,102494,d002,KSETO3,JP_1016,"70,000.00",0.15
4693,102495,d001,ZO9DQZ,JP_1011,"120,000.00",0.15
4613,102496,d003,6O0MT2,JP_1025,"120,000.00",0.1
4144,102497,d005,9OLSAT,JP_1040,"140,000.00",0.15
3079,102498,d005,KSETO3,JP_1038,"110,000.00",0.15
3080,102499,d005,KSETO3,JP_1038,"110,000.00",0.15
3081,102500,d005,KSETO3,JP_1038,"110,000.00",0.15
3082,102501,d005,KSETO3,JP_1038,"110,000.00",0.15
4145,102502,d005,9OLSAT,JP_1040,"140,000.00",0.15
3083,102503,d005,KSETO3,JP_1038,"110,000.00",0.15
3084,102504,d005,KSETO3,JP_1038,"110,000.00",0.15
4829,102505,d003,ZO9DQZ,JP_1027,"130,000.00",0.2
544,102506,d004,KSETO3,JP_1029,"85,000.00",0.15
2431,102507,d005,KSETO3,JP_1037,"80,000.00",0.15
1060,102508,d002,KSETO3,JP_1016,"70,000.00",0.15
3624,102509,d001,KSETO3,JP_1008,"55,000.00",0.15
1061,102510,d002,KSETO3,JP_1016,"70,000.00",0.15
545,102511,d004,KSETO3,JP_1029,"85,000.00",0.15
1062,102512,d002,KSETO3,JP_1016,"70,000.00",0.15
2234,102513,d003,KSETO3,JP_1023,"70,000.00",0.15
546,102514,d004,KSETO3,JP_1029,"85,000.00",0.15
1724,102515,d001,KSETO3,JP_1005,"50,000.00",0.15
4378,102516,d004,6O0MT2,JP_1035,"75,000.00",0.1
4379,102517,d004,6O0MT2,JP_1035,"75,000.00",0.1
4146,102518,d005,9OLSAT,JP_1040,"140,000.00",0.15
3085,102519,d005,KSETO3,JP_1038,"110,000.00",0.15
4147,102520,d005,9OLSAT,JP_1040,"140,000.00",0.15
4783,102521,d001,KSETO3,JP_1013,"75,000.00",0.15
2167,102522,d001,KSETO3,JP_1007,"220,000.00",0.15
2512,102523,d002,KSETO3,JP_1020,"80,000.00",0.15
1584,102524,d004,ZO9DQZ,JP_1032,"120,000.00",0.2
547,102525,d004,KSETO3,JP_1029,"85,000.00",0.15
2063,102526,d004,9OLSAT,JP_1034,"95,000.00",0.15
1063,102527,d002,KSETO3,JP_1016,"70,000.00",0.15
4830,102528,d003,ZO9DQZ,JP_1027,"130,000.00",0.2
3625,102529,d001,KSETO3,JP_1008,"55,000.00",0.15
1448,102530,d004,ZO9DQZ,JP_1031,"140,000.00",0.2
3818,102531,d005,2Q35MD,JP_1039,"200,000.00",0.2
4543,102532,d005,FFK1HB,JP_1041,"325,000.00",0.3
3819,102533,d005,2Q35MD,JP_1039,"200,000.00",0.2
3086,102534,d005,KSETO3,JP_1038,"110,000.00",0.15
3820,102535,d005,2Q35MD,JP_1039,"200,000.00",0.2
2116,102536,d001,KSETO3,JP_1006,"50,000.00",0.15
4669,102537,d003,FFK1HB,JP_1026,"250,000.00",0.3
227,102538,d002,KSETO3,JP_1015,"55,000.00",0.15
548,102539,d004,KSETO3,JP_1029,"85,000.00",0.15
4753,102540,d002,2Q35MD,JP_1021,"160,000.00",0.2
4380,102541,d004,6O0MT2,JP_1035,"75,000.00",0.1
549,102542,d004,KSETO3,JP_1029,"85,000.00",0.15
1064,102543,d002,KSETO3,JP_1016,"70,000.00",0.15
4726,102544,d001,FFK1HB,JP_1012,"225,000.00",0.3
550,102545,d004,KSETO3,JP_1029,"85,000.00",0.15
551,102546,d004,KSETO3,JP_1029,"85,000.00",0.15
552,102547,d004,KSETO3,JP_1029,"85,000.00",0.15
1065,102548,d002,KSETO3,JP_1016,"70,000.00",0.15
1979,102549,d002,ZO9DQZ,JP_1019,"85,000.00",0.2
228,102550,d002,KSETO3,JP_1015,"55,000.00",0.15
553,102551,d004,KSETO3,JP_1029,"85,000.00",0.15
1066,102552,d002,KSETO3,JP_1016,"70,000.00",0.15
4670,102553,d003,FFK1HB,JP_1026,"250,000.00",0.3
3821,102554,d005,2Q35MD,JP_1039,"200,000.00",0.2
3087,102555,d005,KSETO3,JP_1038,"110,000.00",0.15
3088,102556,d005,KSETO3,JP_1038,"110,000.00",0.15
4694,102557,d001,ZO9DQZ,JP_1011,"120,000.00",0.15
3089,102558,d005,KSETO3,JP_1038,"110,000.00",0.15
4754,102559,d002,2Q35MD,JP_1021,"160,000.00",0.2
4784,102560,d001,KSETO3,JP_1013,"75,000.00",0.15
1980,102561,d002,ZO9DQZ,JP_1019,"85,000.00",0.2
4900,102562,d003,2Q35MD,JP_1028,"190,000.00",0.2
2117,102563,d001,KSETO3,JP_1006,"50,000.00",0.15
2118,102564,d001,KSETO3,JP_1006,"50,000.00",0.15
1067,102565,d002,KSETO3,JP_1016,"70,000.00",0.15
229,102566,d002,KSETO3,JP_1015,"55,000.00",0.15
4148,102567,d005,9OLSAT,JP_1040,"140,000.00",0.15
3822,102568,d005,2Q35MD,JP_1039,"200,000.00",0.2
3090,102569,d005,KSETO3,JP_1038,"110,000.00",0.15
4149,102570,d005,9OLSAT,JP_1040,"140,000.00",0.15
230,102571,d002,KSETO3,JP_1015,"55,000.00",0.15
1981,102572,d002,ZO9DQZ,JP_1019,"85,000.00",0.2
231,102573,d002,KSETO3,JP_1015,"55,000.00",0.15
1068,102574,d002,KSETO3,JP_1016,"70,000.00",0.15
554,102575,d004,KSETO3,JP_1029,"85,000.00",0.15
4727,102576,d001,FFK1HB,JP_1012,"225,000.00",0.3
1069,102577,d002,KSETO3,JP_1016,"70,000.00",0.15
3626,102578,d001,KSETO3,JP_1008,"55,000.00",0.15
555,102579,d004,KSETO3,JP_1029,"85,000.00",0.15
1070,102580,d002,KSETO3,JP_1016,"70,000.00",0.15
1071,102581,d002,KSETO3,JP_1016,"70,000.00",0.15
2119,102582,d001,KSETO3,JP_1006,"50,000.00",0.15
2432,102583,d005,KSETO3,JP_1037,"80,000.00",0.15
4614,102584,d003,6O0MT2,JP_1025,"120,000.00",0.1
4381,102585,d004,6O0MT2,JP_1035,"75,000.00",0.1
2433,102586,d005,KSETO3,JP_1037,"80,000.00",0.15
1072,102587,d002,KSETO3,JP_1016,"70,000.00",0.15
1073,102588,d002,KSETO3,JP_1016,"70,000.00",0.15
4150,102589,d005,9OLSAT,JP_1040,"140,000.00",0.15
3091,102590,d005,KSETO3,JP_1038,"110,000.00",0.15
3092,102591,d005,KSETO3,JP_1038,"110,000.00",0.15
556,102592,d004,KSETO3,JP_1029,"85,000.00",0.15
1585,102593,d004,ZO9DQZ,JP_1032,"120,000.00",0.2
1074,102594,d002,KSETO3,JP_1016,"70,000.00",0.15
1075,102595,d002,KSETO3,JP_1016,"70,000.00",0.15
1076,102596,d002,KSETO3,JP_1016,"70,000.00",0.15
232,102597,d002,KSETO3,JP_1015,"55,000.00",0.15
1839,102598,d002,9OLSAT,JP_1018,,0.15
4484,102599,d001,KSETO3,JP_1010,"70,000.00",0.15
1725,102600,d001,KSETO3,JP_1005,"50,000.00",0.15
3093,102601,d005,KSETO3,JP_1038,"110,000.00",0.15
1077,102602,d002,KSETO3,JP_1016,"70,000.00",0.15
4544,102603,d005,FFK1HB,JP_1041,"325,000.00",0.3
4151,102604,d005,9OLSAT,JP_1040,"140,000.00",0.15
3823,102605,d005,2Q35MD,JP_1039,"200,000.00",0.2
3094,102606,d005,KSETO3,JP_1038,"110,000.00",0.15
3095,102607,d005,KSETO3,JP_1038,"110,000.00",0.15
3824,102608,d005,2Q35MD,JP_1039,"200,000.00",0.2
4755,102609,d002,2Q35MD,JP_1021,"160,000.00",0.2
557,102610,d004,KSETO3,JP_1029,"85,000.00",0.15
4615,102611,d003,6O0MT2,JP_1025,"120,000.00",0.1
4756,102612,d002,2Q35MD,JP_1021,"160,000.00",0.2
4382,102613,d004,6O0MT2,JP_1035,"75,000.00",0.1
2120,102614,d001,KSETO3,JP_1006,"50,000.00",0.15
558,102615,d004,KSETO3,JP_1029,"85,000.00",0.15
1840,102616,d002,9OLSAT,JP_1018,,0.15
2121,102617,d001,KSETO3,JP_1006,"50,000.00",0.15
2122,102618,d001,KSETO3,JP_1006,"50,000.00",0.15
1449,102619,d004,ZO9DQZ,JP_1031,"140,000.00",0.2
1078,102620,d002,KSETO3,JP_1016,"70,000.00",0.15
4616,102621,d003,6O0MT2,JP_1025,"120,000.00",0.1
233,102622,d002,KSETO3,JP_1015,"55,000.00",0.15
559,102623,d004,KSETO3,JP_1029,"85,000.00",0.15
3096,102624,d005,KSETO3,JP_1038,"110,000.00",0.15
3097,102625,d005,KSETO3,JP_1038,"110,000.00",0.15
3098,102626,d005,KSETO3,JP_1038,"110,000.00",0.15
3099,102627,d005,KSETO3,JP_1038,"110,000.00",0.15
1079,102628,d002,KSETO3,JP_1016,"70,000.00",0.15
1080,102629,d002,KSETO3,JP_1016,"70,000.00",0.15
3100,102630,d005,KSETO3,JP_1038,"110,000.00",0.15
4152,102631,d005,9OLSAT,JP_1040,"140,000.00",0.15
3101,102632,d005,KSETO3,JP_1038,"110,000.00",0.15
3825,102633,d005,2Q35MD,JP_1039,"200,000.00",0.2
3102,102634,d005,KSETO3,JP_1038,"110,000.00",0.15
1726,102635,d001,KSETO3,JP_1005,"50,000.00",0.15
2434,102636,d005,KSETO3,JP_1037,"80,000.00",0.15
1450,102637,d004,ZO9DQZ,JP_1031,"140,000.00",0.2
4545,102638,d005,FFK1HB,JP_1041,"325,000.00",0.3
3103,102639,d005,KSETO3,JP_1038,"110,000.00",0.15
3104,102640,d005,KSETO3,JP_1038,"110,000.00",0.15
3826,102641,d005,2Q35MD,JP_1039,"200,000.00",0.2
4153,102642,d005,9OLSAT,JP_1040,"140,000.00",0.15
560,102643,d004,KSETO3,JP_1029,"85,000.00",0.15
3105,102644,d005,KSETO3,JP_1038,"110,000.00",0.15
4154,102645,d005,9OLSAT,JP_1040,"140,000.00",0.15
1586,102646,d004,ZO9DQZ,JP_1032,"120,000.00",0.2
4617,102647,d003,6O0MT2,JP_1025,"120,000.00",0.1
3106,102648,d005,KSETO3,JP_1038,"110,000.00",0.15
561,102649,d004,KSETO3,JP_1029,"85,000.00",0.15
4546,102650,d005,FFK1HB,JP_1041,"325,000.00",0.3
3107,102651,d005,KSETO3,JP_1038,"110,000.00",0.15
3827,102652,d005,2Q35MD,JP_1039,"200,000.00",0.2
4155,102653,d005,9OLSAT,JP_1040,"140,000.00",0.15
3108,102654,d005,KSETO3,JP_1038,"110,000.00",0.15
61,102655,d003,KSETO3,JP_1022,"75,000.00",0.15
3109,102656,d005,KSETO3,JP_1038,"110,000.00",0.15
3110,102657,d005,KSETO3,JP_1038,"110,000.00",0.15
1081,102658,d002,KSETO3,JP_1016,"70,000.00",0.15
1841,102659,d002,9OLSAT,JP_1018,,0.15
234,102660,d002,KSETO3,JP_1015,"55,000.00",0.15
1082,102661,d002,KSETO3,JP_1016,"70,000.00",0.15
562,102662,d004,KSETO3,JP_1029,"85,000.00",0.15
1506,102663,d001,KSETO3,JP_1003,"65,000.00",0.15
4831,102664,d003,ZO9DQZ,JP_1027,"130,000.00",0.2
1083,102665,d002,KSETO3,JP_1016,"70,000.00",0.15
1451,102666,d004,ZO9DQZ,JP_1031,"140,000.00",0.2
2513,102667,d002,KSETO3,JP_1020,"80,000.00",0.15
563,102668,d004,KSETO3,JP_1029,"85,000.00",0.15
4383,102669,d004,6O0MT2,JP_1035,"75,000.00",0.1
1084,102670,d002,KSETO3,JP_1016,"70,000.00",0.15
1085,102671,d002,KSETO3,JP_1016,"70,000.00",0.15
62,102672,d003,KSETO3,JP_1022,"75,000.00",0.15
564,102673,d004,KSETO3,JP_1029,"85,000.00",0.15
3627,102674,d001,KSETO3,JP_1008,"55,000.00",0.15
4832,102675,d003,ZO9DQZ,JP_1027,"130,000.00",0.2
3111,102676,d005,KSETO3,JP_1038,"110,000.00",0.15
4156,102677,d005,9OLSAT,JP_1040,"140,000.00",0.15
3112,102678,d005,KSETO3,JP_1038,"110,000.00",0.15
4157,102679,d005,9OLSAT,JP_1040,"140,000.00",0.15
3113,102680,d005,KSETO3,JP_1038,"110,000.00",0.15
2235,102681,d003,KSETO3,JP_1023,"70,000.00",0.15
3114,102682,d005,KSETO3,JP_1038,"110,000.00",0.15
4158,102683,d005,9OLSAT,JP_1040,"140,000.00",0.15
3115,102684,d005,KSETO3,JP_1038,"110,000.00",0.15
1086,102685,d002,KSETO3,JP_1016,"70,000.00",0.15
235,102686,d002,KSETO3,JP_1015,"55,000.00",0.15
1842,102687,d002,9OLSAT,JP_1018,,0.15
236,102688,d002,KSETO3,JP_1015,"55,000.00",0.15
3628,102689,d001,KSETO3,JP_1008,"55,000.00",0.15
2435,102690,d005,KSETO3,JP_1037,"80,000.00",0.15
4384,102691,d004,6O0MT2,JP_1035,"75,000.00",0.1
4385,102692,d004,6O0MT2,JP_1035,"75,000.00",0.1
4671,102693,d003,FFK1HB,JP_1026,"250,000.00",0.3
1087,102694,d002,KSETO3,JP_1016,"70,000.00",0.15
1088,102695,d002,KSETO3,JP_1016,"70,000.00",0.15
3116,102696,d005,KSETO3,JP_1038,"110,000.00",0.15
565,102697,d004,KSETO3,JP_1029,"85,000.00",0.15
3117,102698,d005,KSETO3,JP_1038,"110,000.00",0.15
3118,102699,d005,KSETO3,JP_1038,"110,000.00",0.15
4159,102700,d005,9OLSAT,JP_1040,"140,000.00",0.15
3828,102701,d005,2Q35MD,JP_1039,"200,000.00",0.2
3829,102702,d005,2Q35MD,JP_1039,"200,000.00",0.2
3119,102703,d005,KSETO3,JP_1038,"110,000.00",0.15
1089,102704,d002,KSETO3,JP_1016,"70,000.00",0.15
2325,102705,d003,KSETO3,JP_1024,"85,000.00",0.15
3629,102706,d001,KSETO3,JP_1008,"55,000.00",0.15
2326,102707,d003,KSETO3,JP_1024,"85,000.00",0.15
237,102708,d002,KSETO3,JP_1015,"55,000.00",0.15
3120,102709,d005,KSETO3,JP_1038,"110,000.00",0.15
3121,102710,d005,KSETO3,JP_1038,"110,000.00",0.15
566,102711,d004,KSETO3,JP_1029,"85,000.00",0.15
4757,102712,d002,2Q35MD,JP_1021,"160,000.00",0.2
2514,102713,d002,KSETO3,JP_1020,"80,000.00",0.15
3122,102714,d005,KSETO3,JP_1038,"110,000.00",0.15
3123,102715,d005,KSETO3,JP_1038,"110,000.00",0.15
3124,102716,d005,KSETO3,JP_1038,"110,000.00",0.15
4160,102717,d005,9OLSAT,JP_1040,"140,000.00",0.15
3125,102718,d005,KSETO3,JP_1038,"110,000.00",0.15
567,102719,d004,KSETO3,JP_1029,"85,000.00",0.15
63,102720,d003,KSETO3,JP_1022,"75,000.00",0.15
1452,102721,d004,ZO9DQZ,JP_1031,"140,000.00",0.2
